,text,l1,l2,l3,wiki_name,word_count
304939,"Wildside Press is an independent publishing company located in Maryland, United States. It was founded in 1989 by John Betancourt and Kim Betancourt. While the press was originally conceived as a publisher of speculative fiction in both trade and limited editions, its focus has broadened since then, both in content and format; its website - whose metadata proclaims Wildside is \""The Future of Fantasy\"" - now also publishes works of mystery, romance, sci-fi-fantasy, and nonfiction, as well as downloadable audiobooks and CDs, eBooks, magazines, and physical books. Wildside Press has published approximately 10,000 books through print on demand and traditional means.",Agent,Company,Publisher,Wildside_Press,101
179649,"John Pardee is an American screenwriter and television producer, currently working as executive producer for Desperate Housewives. During the 1990s, Pardee wrote episodes of several television series, including the cartoon Doug, the short lived sitcoms Charlie Hoover, Thunder Alley and The Crew and Cybill Shepherd's sitcom Cybill. On The Crew and Cybill he also served as producer. When Desperate Housewives begun in 2004, Pardee was one of the staff writers, and for the second year he was promoted to co-executive producer. Starting with the first episode of season four, he is now executive producer. Mostly Pardee works with Joey Murphy. Pardee and Murphy have also written the script to the upcoming remake of Mad Monster Party. He is close friends with Christian McLaughlin and Valerie Ahern.",Agent,Writer,ScreenWriter,John_Pardee,126
171267,"David Cragg is an American investment executive. He is currently the CFO of EntrepreneurShares, an investment management firm that invests in visionary leadership, which has been ranked by Pensions & Investments as the #1 Large Cap Blend Equity Manager. Prior to joining EntrepreneurShares, David was the COO & CFO of Leuthold Weeden Capital Management. During his tenure, Leuthold saw growth from $150 Million to over $5 Billion in Assets.",Agent,Person,BusinessPerson,David_Cragg,69
297421,Rover Coaches is an Australian bus company operating services in the Hunter Valley.,Agent,Company,BusCompany,Rover_Coaches,13
180037,"David Isaacs has been an American TV and screenwriter, and producer since 1975. He has written episodes of M*A*S*H, Cheers, its spin-off Frasier, and The Simpsons with Ken Levine. Isaacs became a consulting producer and writer for the AMC television drama Mad Men for the show's second season. He was nominated for the Writers Guild of America Award for Best Dramatic Series at the February 2009 ceremony for his work on the second season.",Agent,Writer,ScreenWriter,David_Isaacs_(writer),74
210568,"(For the professional dancer at basketball games, see Dancing Barry.) Barry Anderson Richards (born 21 July 1945) is a former South African batsman. A right-handed \""talent of such enormous stature\"", Richards is considered one of South Africa's most successful cricketers. He was able to play only four Test matches – all against Australia – before South Africa's exclusion from the international scene in 1970. Even in that brief career, against a competitive Australian attack, Richards scored 508 runs at the high average of 72.57. Richards' contribution in that series was instrumental in the 4–0 win that South Africa inflicted on the side, captained by Bill Lawry. His first century, 140, was scored in conjunction with Graeme Pollock's 274 in a famous 103-run partnership. With such limited international exposure, Richards plied his trade in first class cricket between 1964 and 1983, becoming a prolific batsman with 28,358 runs. He scored 80 centuries, including a best of 356, at an overall average of 54.74. He also scored 8,506 one day runs, with 16 further centuries. Wisden Cricketer of the Year for 1969, Richards scored runs for Gloucestershire, Hampshire, Natal, South Australia, Transvaal and in World Series Cricket, and has been described as \""one of the finest talents of the 20th century\"" further to which \""the merest suggestion that he does not belong among the definitive all-time greats will spark violence in most bars in South Africa.\""",Agent,Athlete,Cricketer,Barry_Richards,234
265151,"Loren Stokes (born November 12, 1983) is an American professional basketball player from Buffalo, NY. He was a combo guard at Hofstra University from the 2003–04 season to 2006–07. He is 6'3\"" and weighs 175 lbs. Stokes is one of six players in Hofstra Pride history to score at least 2,000 points, amassing 2,148 points over his four-year career. A three time first team CAA player, 2004-05 all defensive CAA player, and 2006-07 CAA player of the year, Stokes was eligible for the 2007 NBA Draft, he went undrafted. He was offered an invitation to play for the Orlando Magic in the NBA's summer league. Stokes was playing basketball in Cyprus for APOEL, for whom he was averaging 14.4 points per game. He has also played in Belgium and Ukraine. In early 2011, Stokes signed with the Bay Hawks and in 2012 he was traded to the Canton Charge for Keith McLeod, but was later waived due to personal issues. Loren Stokes is also the brother of Leonard Stokes who played basketball for the University of Cincinnati.",Agent,Athlete,BasketballPlayer,Loren_Stokes,177
335078,"National Railway Chiba Motive Power Union (国鉄千葉動力車労働組合 Kokutetsu-chiba-dōryokusha-rōdōkumiai) is a Japanese trade union, which is usually referred to as Doro-Chiba (動労千葉 Dōrō-chiba). It has also been referred to as the Chiba Motormen's Union in English. It split from the National Railway Motive Power Union (Doro) in 1979.",Agent,Organisation,TradeUnion,Doro-Chiba,47
171431,"This is a list of Qatari football transfers for the 2015 summer transfer window by club. Only transfers of clubs in the Qatar Stars League are included. Players without a club may join one at any time, either during or in between transfer windows.",Agent,OrganisationMember,SportsTeamMember,List_of_Qatari_football_transfers_summer_2015,44
184497,"Frank Jones (September 15, 1832 – October 2, 1902) was a United States Representative from New Hampshire representing the 1st Congressional District from 1875 to 1879. He was the mayor of Portsmouth, New Hampshire, in 1868 and 1869.",Agent,Politician,Congressman,Frank_Jones_(politician),38
339873,"Xəzər TV, also spelled as Xazar TV and Khazar TV was a public television channel in Azerbaijan. It was founded on 1 October 2007 by Ahmet Gül, Turkish entrepreneur who had previously worked for Samanyolu TV of Turkey overseeing several big projects. It was shut down on 30 April 2016.",Agent,Broadcaster,BroadcastNetwork,Xazar_TV,50
230360,"Adeline Canac (born 20 May 1990 in Lagny-sur-Marne) is a French pair skater. She is a three-time French champion, twice with Maximin Coia and once with Yannick Bonheur.",Agent,WinterSportPlayer,FigureSkater,Adeline_Canac,28
322855,"Sul Ross State University (SRSU) is a public university in Alpine, Texas, United States. Named for former Texas governor and Civil War Confederate general Lawrence Sullivan Ross, it was founded in 1917 as Sul Ross Normal College and was made a university in 1969. Sul Ross State University offers certificate programs and associate, bachelor's, and master's degrees. The main campus is situated in the unique environment of the Big Bend region and is the primary institution of higher education serving a 19-county area in far West Texas. SRSU has Rio Grande College branch campuses in Uvalde, Del Rio, Eagle Pass and Castroville. The university is governed by the Board of Regents of the Texas State University System, which guides four universities and three community and technical colleges in the state.",Agent,EducationalInstitution,University,Sul_Ross_State_University,130
269996,"Georg Jens Greve (July 28, 1884 – January 4, 1973) was a Norwegian architect. Greve was born in Bergen. He was the brother of the artist Bernhard Greve, and was the cousin of the architect Bredo Greve (1871–1931) and the weaving and tapestry expert Ulrikke Greve (1868–1951). He is best known for preparing the zoning plan for Bergen together with Albert Lilienberg after the Bergen fire of 1916. Greve is also the single person that had the greatest influence on shaping the modern center of Bergen built between 1920 and 1940. After taking his university qualifying exams in 1904 and graduating from the first class at the Military Academy in 1905, Greve went to Trondheim, where he was admitted to the Trondheim Technical School (Norwegian: Trondhjems Tekniske Læreanstalt), which he graduated from in 1909. After this he worked with the architects Egill Reimers and Jens Zetlitz Monrad Kielland in Bergen until 1911, and he then headed the Stavanger Cement Factor Architects Office until 1914. He then moved to Stockholm, where he worked with the architect Ragnar Östberg until 1916 and was involved in construction of Stockholm City Hall. Greve established his own bureau in Bergen in 1916, where he won second prize in the competition for the zoning plan after the fire that same year. In 1923 he was appointed the municipal architect for Aker; he held the position until 1948, when he then became the city architect of Oslo. In 1950 he established his own office in Oslo, and in 1954 he founded the company Greve and Grung Architects (Norwegian: Arkitektene Greve og Grung) together with Geir Grung. He died in Oslo.",Agent,Person,Architect,Georg_Greve_(architect),273
278019,"Bridget Everett (born 21 April 1972) is an American comedian, actress, writer, and cabaret performer. Originally from Manhattan, Kansas, she has been performing in New York City for over a decade. She has performed stand-up on Inside Amy Schumer on Comedy Central. Everett has described herself as an “alt-cabaret provocateur.”",Agent,Artist,Comedian,Bridget_Everett,50
245444,"Tun Tun Min (Burmese: ထွန်းထွန်းမင်း), also known as Mu Don Tharr (မုဒုံသား), is a Burmese professional kickboxer and current national champion of Lethwei in Myanmar. Tun Tun Min is also the youngest ever national championship of Lethwei in Myanmar having obtained the title at 23. Tun is also notable for fighting with foreign fighters from outside Myanmar. Tun took part in Muay Thai competitions at the 2013 Southeast Asian Games and 2013 Asian Indoor and Martial Arts Games, winning gold in the former event. Despite being the two highest ranked lethwei fighters in Myanmar Tun and Too Too have refused to fight each other due to their long-lasting friendship.",Agent,Athlete,MartialArtist,Tun_Tun_Min,109
188050,"Dr. José María Marxuach Echavarría (baptized as José Monserrate Marxuach Echavarría) (April 16, 1848 – 1910), was a medical doctor and politician who served twice as Mayor of the City of San Juan, Puerto Rico. His first administration was under Spanish colonial rule and his second administration under United States rule. He is the only person to have served in that capacity under the rule of two different colonial governments.",Agent,Politician,Mayor,José_María_Marxuach_Echavarría,70
326158,"Thamesview School is a coeducational foundation high school and sixth form, located in Gravesend in the English county of Kent. It is administered by Kent County Council, which coordinates admissions to the school. Thamesview School has a non-selective intake, but does have specialisms in Business and Enterprise. Originally opened in 1968, under former Gordon School Headteacher Robert H. Dent Bsc Econ (retired 1981) to provide secondary education to children living in the rapidly expanding developments to the east of Gravesend (most notably Riverview Park), following a Government rebuilding programme, the school moved into a new building in September 2010, and a purpose built vocational centre opened in 2005. Thamesview School offers GCSEs and BTECs as programmes of study for pupils. the school also operates a vocational sixth form where students have the option to study from a range of further BTECs and additional vocational courses.",Agent,EducationalInstitution,School,Thamesview_School,145
256762,"Scott Campbell (born 25 September 1984) is a retired Minor League Baseball infielder for the Las Vegas 51s in the Toronto Blue Jays organization. In 2006, he was selected 300th overall by the Toronto Blue Jays. He retired on 15 March 2012, due to recurring injury problems in his hip. He played college baseball at Gonzaga University. In 2007, Campbell played for the class-A affiliate of the Blue Jays, the Lansing Lugnuts. In 2007 he showed some promise as a hitter, hitting .279/.390/.397. However he was not considered a top prospect of the Jays given his age and the level where he played. In 2008, Campbell had a breakout year, increasing his batting average to .341 and his OBP to .435 while moving up two levels to AA. He was chosen to represent the World team at the 2008 All-Star Futures Game. Given his reputation as a solid defensive second baseman, Campbell was once widely considered one of the better prospects in the Toronto Blue Jays minor league system, and had been compared to Chase Utley by Blue Jays General Manager J.P. Ricciardi.",Agent,Athlete,BaseballPlayer,Scott_Campbell_(baseball),183
286082,"Brian Ian Francis \""Biff\"" Fowler is a fictional character from the British soap opera Emmerdale, played by Stuart Wade from 1994 until 1999. Biff later returned for Seth Armstrong's (Stan Richards) funeral in October 2005.",Agent,FictionalCharacter,SoapCharacter,Biff_Fowler,35
170270,"John North Willys (/ˈwɪlɪs/; October 25, 1873 – August 26, 1935) was an American automotive pioneer and statesman.",Agent,Person,Engineer,John_Willys,18
228505,"Richard Joseph Rypien (May 16, 1984 – August 15, 2011) was a Canadian professional ice hockey forward who spent parts of six seasons in the National Hockey League (NHL) with the Vancouver Canucks. After a major junior career of four years with the Regina Pats of the Western Hockey League, he was signed by the minor professional Manitoba Moose of the American Hockey League (AHL) in 2005. The following season, he signed with the Canucks. He spent six years with the organization, splitting time between the Canucks and Moose, their AHL affiliate. Following the 2010–11 NHL season, Rypien signed with the Winnipeg Jets, but died before joining his new team. His death was preceded by a history of clinical depression, which included two personal leaves of absence from the Canucks during his career. A fourth-line player in the NHL, he was known for his hitting and fighting abilities.",Agent,WinterSportPlayer,IceHockeyPlayer,Rick_Rypien,148
332408,"Pakistan University Grants Commission were a first-class cricket team, sponsored by the body that is now the Higher Education Commission of Pakistan, that played in the Patron's Trophy in 1990-91 and 1991-92. In all they played 14 first-class matches, with two wins, nine losses and three draws.They finished seventh out of eight in 1990-91, winning two matches and losing five. In 1991-92 they finished last, with four losses and two draws. They also played a drawn first-class match against the touring  England A team in 1990-91. The captain in 1990-91 was Shahid Khan, and in 1991-92 it was Ahmed Munir. Mujahid Jamshed hit the only two centuries, with a highest of 149 against National Bank of Pakistan. Shahid Khan had the best bowling figures, 7 for 79 against Pakistan National Shipping Corporation. The team also played 22 List A matches in the same two seasons, winning four and losing 18. In 1990-91 they played all their first-class and List A matches at the Punjab University Old Campus Ground, Lahore. In 1991-92 they played no home matches. Note: In Wisden Cricketers' Almanack the team was called “Combined Universities”.(See also: Pakistan Universities cricket team)\n",Agent,SportsTeam,CricketTeam,Pakistan_University_Grants_Commission_cricket_team,192
325193,"King Henry VIII Preparatory School (KHPS) is an independent school in Coventry, England with 210 pupils (approx) aged from 5 to 11 years old. It also has a Nursery, Bright Futures Playclub, for an additional 40 children (approx) aged from three to four years old. Its main building and playing field overlook the War Memorial Park, and its main gates are on The Firs, a street off Kenilworth Road. The school is part of the Coventry School Foundation, a registered charity which also owns King Henry VIII School, Bablake School and Cheshunt School. The school was re-formed in September 2008 when Coventry Preparatory School merged with King Henry VIII Junior School to form the new King Henry VIII Preparatory School. The two school sites were maintained and the current Coventry Preparatory School site takes pupils from three to eight years old and the King Henry VIII site takes the older children from 8 to 11 years old.",Agent,EducationalInstitution,School,King_Henry_VIII_Preparatory_School,157
254144,"Thomas Byström (November 27, 1893 – July 22, 1979) was a Swedish horse rider who competed in the 1932 Summer Olympics. In 1932 he won the silver medal as member of the Swedish dressage team after finishing fourth with his horse Gulliver in the individual dressage competition.",Agent,Athlete,HorseRider,Thomas_Byström,47
282699,"Scott O'Hara (October 16, 1961 – February 18, 1998) was an American pornographic performer, author, poet, editor and publisher. He rose to prominence during the mid-1980s for his work in such gay adult films as Winner Takes All, Below The Belt and In Your Wildest Dreams. O'Hara wrote four books: SeXplorers: The Guide to Doing It on the Road, Do It Yourself Piston Polishing (for Non-Mechanics), Autopornography: A Memoir of Life in the Lust Lane, and Rarely Pure and Never Simple: Selected Essays of Scott O'Hara, and edited and published the quarterly men's sex journal Steam and the cultural magazine Wilde.",Agent,Actor,AdultActor,Scott_O'Hara,101
207116,"Madeleine McAfee (born 5 February 1993 in Brisbane) is an Australian team handball player. She plays on both the Australia women's national beach handball team (beach Handball) and the Australian national team (indoor Handball), and participated at the 2016 Beach handball world Championships as wel as the 2011 World Women's Handball Championship in Brazil and in the 2009 Women's World Championships in China. She has also captained the Australian Junior Women's Handball Team for the championships in Spain and Italy. McAfee has also been a significant presence in the European Handball sporting club at her high school, Lourdes Hill College. In 2015 she was part for the gold medal winning Queensland University of Technology team from the 2015 Australian University Games on the Gold Coast. In 2016, McAfee was selected to be a member of the prestigious club, Mad Chillerz .",Agent,Athlete,HandballPlayer,Madeleine_McAfee,141
201068,"The Very Reverend Dr. Peter Bryce (December 31, 1878 - November 30, 1950) was a Canadian Methodist and United Church of Canada minister. He was elected as Moderator of the United Church of Canada at their 7th General Council in Ottawa, Ontario in 1936.",Agent,Cleric,ChristianBishop,Peter_Bryce_(Canadian_clergyman),44
218392,"Heath Pearce (born August 13, 1984) is an American professional soccer player who played as a defender for teams in Europe and North America. He represented his national team on 35 occasions. Pearce is currently hosting \""The Mixer\"", a program on the YouTube channel, KICK. (Formerly known as KICKTV)",Agent,Athlete,SoccerPlayer,Heath_Pearce,49
292500,"(The native form of this personal name is Gál J. Zoltán. This article uses the Western name order.) Zoltán J. Gál (born 3 May 1973) is a Hungarian politician who served as spokesman of the Hungarian government from 27 May 2002 to 2 August 2004. His father is Zoltán Gál a former Interior Minister and Speaker of the National Assembly of Hungary. He worked for the Népszabadság, the Magyar Hírlap and the Népszava as journalist. He became a member of the National Assembly in 2002 from the Hungarian Socialist Party's national list. Péter Medgyessy unseated him on 2 August 2004 but after few days the Prime Minister also fell. According to the press information Gál had good relation with the Minister of Youth Affairs and Sports Ferenc Gyurcsány. Maybe as a result he returned to the politics as political state secretary of the Prime Minister's Office when Gyurcsány was appointed PM. Gál gain a parliamentarian seat on the 2006 elections again. He hold his position of state secretary. On 21 January 2008 he resigned referring to family reasons. His successor was Ádám Ficsor. According to the press Gál's relation with the Prime Minister decayed.",Agent,Person,OfficeHolder,Zoltán_J._Gál,194
169054,"Bucura Dumbravă, pen name of Ștefania \""Fanny\"" Szekulics, Szekulicz or Seculici (December 28, 1868 – January 26, 1926), was a Hungarian-born Romanian genre novelist, cultural promoter, hiker and Theosophist. Her literary work, mainly written in German, covers romantic stories about the legendary feats of hajduk heroes. They brought her commercial success in both German-speaking Europe and Romania, and were prefaced by Queen-consort Elisabeth of Wied. Dumbravă promoted many causes, and was involved with several cultural projects, but is mainly remembered for her activity in promoting tourism and environmentalism in Romania. She was an avid traveler and mountaineer, who established some of the country's first hiking clubs. Her travel writing remains a standard in Romanian literature, even though her fiction work is generally forgotten. Throughout most of her career, Szekulics promoted the inclusion of women in the Romanian Freemasonry. In old age, her essays came to focus on Spiritualist subjects, and, as disciple of Jiddu Krishnamurti, set up the Romanian lodge of the Theosophical Society. She died on her return trip from the British Raj, having attended the Theosophical Conference in Adyar.",Agent,Person,Religious,Bucura_Dumbravă,181
242290,"Peter Adrian Ronald Durston (born 28 October 1975) is a Welsh International rugby union player. Durston made his Bridgend RFC debut in 1995. During his time with Bridgend, Durston was capped twice for his country, in both games of the 2001 Welsh tour to Japan. He scored a try in his debut game. The arrival of Dafydd James and Gareth Thomas led to Durston's decision to leave Bridgend and sign a two year contract with Neath RFC starting from the 2002/03 season. With the introduction of regional rugby in Wales, Durston moved to the Ospreys regional team from the 2003/04 season. Durston stayed with the Ospreys for two seasons before being released in Summer 2005. He signed a one year deal with Viadana. Spells with lower league French sides Oyonnax and C S Beaune followed.",Agent,Athlete,RugbyPlayer,Adrian_Durston,135
176762,"Vojin B. Rakic (1967 in Belgrade, Serbia) is a philosopher and political scientist. He publishes in English, but also in Serbian. He has a PhD in political science from Rutgers University in the United States. His publications on bioethics (human enhancement in particular), Kant, and cosmopolitan justice are considered as influential writings in the international academic arena.",Agent,Person,Philosopher,Vojin_Rakić,57
300676,"This is American Music (also known as TIAM) is an American independent record label that specializes in rock and Americana music, particularly by artists from the Southeastern United States. It was formed in 2011.",Agent,Company,RecordLabel,This_Is_American_Music,34
319628,"The navy of the Order of Saint John, also known as the Maltese Navy after 1530, was the first navy of a chivalric order. It was established in the Middle Ages, around the late 12th century. The navy reached its peak in the 1680s, during the reign of Grand Master Gregorio Carafa. It was disbanded following the French invasion of Malta in 1798, and its ships were taken over by the French Navy.",Agent,Organisation,MilitaryUnit,Navy_of_the_Order_of_Saint_John,73
225143,"Janet Beth Evans (born August 28, 1971) is an American former competition swimmer who specialized in distance freestyle events. Evans was a world champion and world record-holder, and won a total of four gold medals at the 1988 and the 1992 Olympics.",Agent,Athlete,Swimmer,Janet_Evans,42
216416,"Beatrice Cedermark (born 12 February 1993) is a Swedish tennis player. Cedermark won one doubles title on the ITF tour in her career. On 13 August 2012, she reached her best singles ranking of world number 612. On 11 June 2012, she peaked at world number 716 in the doubles rankings. Cedermark made her WTA tour debut at the 2012 Swedish Open, partnering Rebecca Peterson in doubles.",Agent,Athlete,TennisPlayer,Beatrice_Cedermark,67
275854,"Giovanni Battista Bracelli (floruit 1616 - 1649) was an Italian engraver and painter of the Baroque period, active Florence.",Agent,Artist,Painter,Giovanni_Battista_Braccelli,19
252525,"Liam Currams (born 26 January 1961) is an Irish former hurler and Gaelic footballer who played as a midfielder and left wing-back for both Offaly senior teams. His inter-county career lasted from 1980 until 1986. Currams holds a unique place in the annals of Gaelic games in Offaly as a successful dual player at the highest levels. He has won one All-Ireland medal and two Leinster medals in hurling, while has also won one All-Ireland medal and three Leinster medals in football. Currams has a number of personal achievements. He one of only four players and the only Offaly player to have won All Stars Awards in both hurling and football. At club level Currams played with Kilcormac-Killoughey.",Agent,Athlete,GaelicGamesPlayer,Liam_Currams,118
266756,"Elena Melnik (Russian: Елена Мельник; born September 8, 1986 in Sverdlovsk, Soviet Union) is a Russian fashion model. She began her career in 2005, when she debuted on the runway as an exclusive for Calvin Klein. She has also appeared on the runway for brands including Louis Vuitton, Balmain, Diane von Furstenberg, Marchesa, MaxMara, Rodarte, Trovata, among many others. Melnik has been featured on the cover of Vogue Spain, Vogue Portugal, Harper's Bazaar UK, ZOO Magazine, L'Officiel Italia, Marie Claire Italia, Elle Brasil, Flair Magazine and has appeared in editorials in British, German, French, Spanish, and Italian Vogue. Melnik's most notable campaign work includes two seasons as the face of Givenchy cosmetics, a Vera Wang fragrance contract, a Boucheron fragrance contract, and ads for D&G, Lacoste, Sportmax, Joseph, and Barbara Bui. She is represented by Trump Model Management in New York and by Silent models in Paris.",Agent,Person,Model,Elena_Melnik,147
319339,"The 326th Medical Battalion is a divisional support medical unit of the United States Army. It supports the 101st Airborne Division, located at Fort Campbell, Kentucky. The 326th Airborne Medical Company can trace its history back to the First World War. The 326th Medical Company was initially constituted on 23 July 1918 as the 326th Sanitary Train. It formed part of the 101st Division. After being deactivated on 11 December 1918 following a change in structure of the U.S. Army, it was reconstituted 24 June 1924 in Milwaukee, Wisconsin as the 326th Medical Regiment, and once again assigned to the 101st Division. On 30 January 1942, the Regiment was once again redesignated as the 326th Medical Battalion of the 101st Division. The Army, in preparation for the new war in Europe, withdrew the Battalion from the organized reserves and assigned it to the Army of the United States on 15 August 1942, once more reorganizing the unit now officially designated as the 326th Airborne Medical Company. Major William E. Barfield was assigned as the Commanding Officer of the Company. In 1964, just before the division deployed elements to Vietnam, the 326th Medical Company was expanded into the 326th Medical Battalion.",Agent,Organisation,MilitaryUnit,326th_Medical_Battalion_(United_States),200
174521,"Morten Cramer (born 7 November 1967), is a Danish educated police officer, who formerly played professional football (soccer) as a goalkeeper at BK Frem in the Danish Second Division. He has played one national youth team match for the Denmark national under-21 football team. Currently works as goalkeeper coach by Brøndby IF Cramer started his career at Brøndby IF, where he played a number of games, among them matches in the 1986 European Cup against Budapest Honvéd FC and Dynamo Berlin. However, Cramer would stand in the shadow of later Denmark national football team captain Peter Schmeichel who arrived at the club in 1987. He went on to play for lower league clubs in 1989 and Cramer stopped his professional footballing career to concentrate on his career as a police man. He played part-time at Roskilde B 06, Fremad Amager and Ølstykke FC until December 1999. He was brought back to Brøndby under coach Åge Hareide, after a ten-year absence from top-flight football. At 32 years of age, he would again be the second in line, this time in favour of the four-years older Mogens Krogh. When Krogh was eventually injured for smaller durations of time, Cramer would see the thirteen-years younger goalkeeper Kim Drejs chosen to fill in the position before him, with yet another youngster Casper Ankergren waiting in the wings. Morten Cramer left Brøndby on a free transfer in July 2001, having played one match since his comeback, for a then combined 20 matches in his time for Brøndby. He switched to fellow Danish Superliga team Herfølge BK where he established himself as the first-choice keeper, despite Herfølge's relegation to the Danish 1st Division in 2005. In August 2006, he returned to Brøndby IF on a three-year contract as a back-up for Casper Ankergren.",Agent,SportsManager,SoccerManager,Morten_Cramer,297
213452,"Matthew \""Matt\"" Dean Dodge (born May 30, 1987) is a former American football punter. He was drafted by the New York Giants in the seventh round of the 2010 NFL draft. Dodge was born in Morehead City, North Carolina, where he played at West Carteret High School before attending Appalachian State University. He later transferred to East Carolina University.",Agent,GridironFootballPlayer,AmericanFootballPlayer,Matt_Dodge,59
273268,"Hervé Moulin (born in 1950 in Paris) is the Donald J. Robertson Chair of Economics at the Adam Smith Business School at the University of Glasgow. He is known for his research contributions in mathematical economics, in particular in the fields of mechanism design, social choice, game theory and fair division. He has written six books and over 100 peer-reviewed articles. Before joining the University of Glasgow, he was the George A. Peterkin Professor of Economics at Rice University (from 1999 to 2013):, the James B. Duke Professor of Economics at Duke University (from 1989 to 1999) and the University Distinguished Professor at Virginia Tech (from 1987 to 1989). He is a fellow of the Econometric Society since 1983, and a Council Member of the Game Theory Society since 2000, and its Executive Vice-President for the term 2016 - 2018. He also served as president of the Society for Social Choice and Welfare for the period of 1998 to 1999. He is a fellow of the Royal Society of Edinburgh. His research has been supported in part by seven grants from the US National Science Foundation. He collaborates as an adviser with the fair division website Spliddit, created by Ariel Procaccia. On the occasion of his 65th birthday, the Paris School of Economics and the Aix-Marseille University organised a conference in his honor, with Peyton Young, William Thomson, Salvador Barbera, and Moulin himself as speakers, among others.",Agent,Person,Economist,Hervé_Moulin,237
335913,The Miners Union League of the Jiu Valley (Liga Sindicatelor Miniere din Valea Jiului in Romanian) represents the miners of the Jiu Valley.,Agent,Organisation,TradeUnion,League_of_Miners_Unions_of_the_Jiu_Valley,23
320511,The 601st Naval Air Group (第六〇一海軍航空隊 Dai Roku-Maru-Hito Kaigun Kōkūtai) was a carrier air group (later converted to airbase garrison unit) of the Imperial Japanese Navy (IJN) during the Pacific campaign of World War II.,Agent,Organisation,MilitaryUnit,601st_Naval_Air_Group,35
167592,"Hermann Friedrich Cloedt (c. 1555–1560,  † 26 July 1586) was commander of the garrison at Neuss (Nuys), near Duisburg, in July 1586, when the city was destroyed by the Duke of Parma's Army of Flanders. He died in the defense of Neuss.",Agent,Person,MilitaryPerson,Hermann_Friedrich_Cloedt,42
330802,"HC Budivelnyk (Ukrainian: ХК Будівельник, English: Builder Hockey Club) was a potential professional ice hockey team based in Kiev, Ukraine. It planned to join the Kontinental Hockey League for the 2010-11 season. However, on June 24, 2010, the team's management announced the postponement of the team's debut in the KHL. If it had joined the KHL, it would have been the first Ukrainian hockey team to compete at the elite level of European hockey since 1996, when the Russian Superleague was formed. The team was owned and operated by the same group as the Kiev-based basketball club, BC Budivelnik.",Agent,SportsTeam,HockeyTeam,HC_Budivelnyk,99
230454,"Zang Wenbo (Chinese: 臧文博; born June 19, 1996) is a Chinese figure skater. He competed at the 2010 World Junior Championships in The Hague, Netherlands and the 2014 World Junior Championships in Sofia, Bulgaria. At both events, he qualified for the free skate and finished 17th overall.",Agent,WinterSportPlayer,FigureSkater,Zang_Wenbo,47
168153,"General Sir Gordon Holmes Alexander MacMillan of MacMillan and Knap, KCB, KCVO, CBE, DSO, MC & Two Bars (7 January 1897 – 21 January 1986) was a professional soldier who rose to become a general in the British Army. As a young officer during the First World War, he displayed outstanding bravery and was awarded a Military Cross and two Bars. At the age of 19 and while still a second lieutenant, he was appointed acting adjutant of the 2nd Battalion, Argyll and Sutherland Highlanders. Between the World Wars, MacMillan remained in the army, occupying posts of increasing seniority. He married Marian Blakiston Houston in 1929, and they had one daughter and four sons. During the Second World War, MacMillan served initially in England, putting in place defensive strategies against a possible invasion by the Germans. He was appointed Brigadier General Staff IX Corps in December 1941, remaining in this post during the Operation Torch landings in North Africa and through to the fall of Tunis in May 1943. He was given command of the 152nd Brigade in June 1943 and led it during the successful Sicily campaign. Upon return to Britain, he was assigned command of the 15th (Scottish) Division and led the formation during the Battle of Normandy, Operation Epsom and Operation Bluecoat, towards the end of which he was wounded. Once recovered, in November 1944, he returned to mainland Europe as GOC 49th (West Riding) Division near Nijmegen. Upon the death of Major General Thomas Rennie, he assumed command of the 51st (Highland) Division immediately following the crossing of the Rhine on 23 March 1945. After the war, MacMillan served as the army's Director of Weapons and Development. In February 1947 he was appointed GOC British Forces in Palestine and Trans-Jordan. Soon after his arrival, the British Government decided to bring to an end its Mandate in Palestine. This decision triggered an escalation of violence in the territory, leading to the withdrawal of all British forces by 30 June 1948. He then served as GOC Scottish Command (1949–52). His final army posting was as Governor and Commander-in-Chief Gibraltar (1952–55). Gordon MacMillan was hereditary Chief of the Clan MacMillan. After retirement, he remained Colonel of the Argyll and Sutherland Highlanders until 1958. Following his retirement, he immersed himself in Scottish life and society, being appointed chairman of several institutions. Much of his time was devoted to the upkeep of the house, gardens and woodlands at Finlaystone, the family house in the West of Scotland.",Agent,Person,MilitaryPerson,Gordon_Holmes_Alexander_MacMillan,416
239483,"Peter Axelsson (born 22 June 1967, in Täby) is a retired male badminton player from Sweden.",Agent,Athlete,BadmintonPlayer,Peter_Axelsson,16
