,text,l1,l2,l3,wiki_name,word_count
198993,"Saint Romedius (Italian: San Romedio; died c. 4th century) was a son of the Tyrolese count of Thaur in the Inn valley near Innsbruck). Though the son of a nobleman, as a young man he withdrew to a rock cave in order to meditate. After the death of his parents, he gave away all of his possessions and established himself in the Val di Non (German: Nonstal) in Trentino. Romedius is often depicted alongside or astride a bear. According to his hagiography he wanted to visit the friend of his youth, St. Vigilius, Bishop of Trento (who died in 405), but his horse was torn to pieces by a wild bear. Romedius, however, had the bear bridled by his disciple David (Davide). The bear became docile and carried Romedius on its back to Trento. The tamed bear is a motif also of Saint Corbinian, bishop of Freising.",Agent,Cleric,Saint,Romedius,147
170770,"Tom Chino is a farmer based in Rancho Santa Fe, California. He is a member of the Chino family which includes 8 brothers and sisters. Most well known are Koo, Kay, Fred, and Frank who live on the farm and work with Tom Chino. The family is known for revolutionizing the small farm business. Alice Waters of Chez Panisse helped the Chino family to rise to their elevated status in the food world. She began the slow food movement to use local farms and fresh produce to create organic and less commercial restaurants. Other patrons of the Chino farm include Wolfgang Puck. Locally, the most predominate patrons are Chef Martin Woesle from restaurant Mille Fleurs who s been followed by Market chef Carl Shroeder, George's California Modern led by chef Trey Forshee, and Arterra led by chef Jason Maitland. Tom attended school at University of California, Berkeley and majored in Biology. This career path was given up in 1990 when his parents became ill and he was forced to take over at the farm. Since then, he has worked on the farm. The farm has gained national acclaim with articles in publications Saveur and Vogue. There is also a piece on the family in the permanent exhibit on internment camps in the Smithsonian in Washington, D.C.",Agent,Person,BusinessPerson,Tom_Chino,216
229782,"Kiri Nicole Baga (born April 15, 1995) is an American figure skater. She won two gold medals on the ISU Junior Grand Prix series and placed 7th at the 2010 World Junior Championships. She is the 2010 U.S. junior pewter medalist and 2009 novice national champion.",Agent,WinterSportPlayer,FigureSkater,Kiri_Baga,46
168225,"Peter M. Murphy is an American lawyer, and former senior legal advisor to the Commandant of the Marine Corps.Murphy was the Commandant's legal advisor twenty years prior to becoming a partner with the legal firm of Holland & Knight.At Holland & Knight Murphy specialized in Government litigation. Murphy earned his B.A. in 1972, at Long Island University.He earned his J.D. in 1974 at Saint John’s University School of Law. United States Secretary of Defense asked Murphy to serve on a panel to look into the Haditha incident in 2006. Murphy was senior legal advisor to the United States Marine Corp Commandant in 1989, when he drafted \""The Importance of Environmental Law Considerations for the Military Commander & Advisor\"". In The Pentagon at the time it was hit in the September 11, attacks, Murphy later gave interviews to press and government agencies describing how he was one of the few people to instantly assume the explosion was a plane hitting the building. The Marine Corps flag from behind his desk was taken and memorialised, being flown in Afghanistan, before being sent into outer space.Seapower reports that Murphy was injured on 9-11. He is notable for his participation in discussions, in December 2002, of reports that interrogators from the Joint Task Force 160 and Joint Task Force 170 were using controversial interrogation techniques on the captives held in the Guantanamo Bay detention camps, in Cuba. Murphy was the Counsel to the Commandant of the United States Marine Corps's when Alberto J. Mora, the Department of the Navy's General Counselconvened several meetings of the Navy's most senior lawyers after David Brant, the Director of the NCIS, drew Mora's attention to use of the questionable interrogation techniques by the Navy's tenants at Guantanamo.",Agent,Person,MilitaryPerson,Peter_Murphy_(JAG),289
286645,"Imogen Elizabeth \""Immie\"" Hollins is a fictional character in the BBC soap opera Doctors, played by Charlie Clemmow. Imogen made her first appearance on 4 August 2009. Imogen is the daughter of Karen and Rob Hollins and the sister of Jack Hollins. Since her arrival Imogen has had a number of storylines, including kissing Elise Stone and being bullied by Lauren Porter. She departed Doctors on 24 September 2012. She made brief returns on 3 March 2014, 5 June 2014 and 19 December 2014. She returned in December 2014.",Agent,FictionalCharacter,SoapCharacter,Imogen_Hollins,89
294240,"Bruce D. Crippen (born June 13, 1932) was a Republican Party State Senator in the Montana Legislature. He represented district 10 Yellowstone. Crippen attended the University of Montana and received a B.A. in Accounting in 1956 and a Juris Doctor 1959. He is the only senator from Yellowstone County to be named president of the Montana State Senate, serve as minority whip, minority leader, and president pro tempore. He and his wife, Mary, have four children: Ken, Gretchen, Kirsten, and Clay. Mary died in 2014 of pancreatic cancer.",Agent,Person,OfficeHolder,Bruce_Crippen,88
315592,"The National Basketball Association (NBA) is the pre-eminent men's professional basketball league in North America, and is widely considered to be the premier men's professional basketball league in the world. It has 30 teams (29 in the United States and 1 in Canada), and is an active member of USA Basketball (USAB), which is recognized by FIBA (also known as the International Basketball Federation) as the national governing body for basketball in the United States. The NBA is one of the four major professional sports leagues in the United States and Canada. NBA players are the world's best paid sportsmen, by average annual salary per player. The league was founded in New York City on June 6, 1946, as the Basketball Association of America (BAA). The league adopted the name National Basketball Association on August 3, 1949, after merging with its rival National Basketball League (NBL). The league's several international as well as individual team offices are directed out of its head offices located in the Olympic Tower at 645 Fifth Avenue in New York City. NBA Entertainment and NBA TV studios are directed out of offices located in Secaucus, New Jersey.",Agent,SportsLeague,BasketballLeague,National_Basketball_Association,192
206528,Artsem Karalek (born 20 February 1996) is a Belarusian handball player. He plays for Saint-Raphaël Var Handball and the Belarusian national team. He competed at the 2016 European Men's Handball Championship.,Agent,Athlete,HandballPlayer,Artsem_Karalek,31
316453,"The I-League 2nd Division is the second-highest division overall in the Indian football league system after the I-League. The I-League 2nd Division was introduced for the 2008 season, having been previously known as the National Football League 2nd Division.",Agent,SportsLeague,SoccerLeague,I-League_2nd_Division,39
180571,"John Boyd Thacher (September 11, 1847 – February 25, 1909) was the Mayor of Albany, New York and New York State Senator as well as an American manufacturer, writer, and book collector. He was the son of Albany mayor, George Thacher, and the uncle of Albany mayor, John Boyd Thacher II. John Boyd Thacher was born in Ballston, New York, graduated from Williams College in 1869 and settled in Albany, New York. He became an active scholar in writing after college and also became active in his father's business, the Thacher Car Wheel Works, which was one of the leading industries in Albany. When his father died in 1887, John and his brother George became proprietors of the business.",Agent,Writer,Historian,John_Boyd_Thacher,119
271276,"Robert von Moschzisker (March 6, 1870 – November 21, 1939) was a Justice of the Supreme Court of Pennsylvania from 1909 to 1921 and Chief Justice from 1921 to 1930.",Agent,Person,Judge,Robert_von_Moschzisker,30
263100,"Brandon Alexander Taylor (born August 1, 1994) is an American professional basketball player for PAOK of the Greek Basket League. He is a 6'7\"" (2.01 m) tall small forward-power forward.",Agent,Athlete,BasketballPlayer,Brandon_Taylor_(basketball),30
294196,"The Venerable  Thomas Hughie Jones (15 August 1927 – 25 September 2016) was an eminent priest in the second half of the 20th century. Jones was educated at William Hulme's Grammar School and the University of Wales. He was Warden and Lecturer at the Bible Training Institute, Glasgow and Minister of the John Street Baptist Church, Glasgow from 1949 to 1954. Moving to Leicestershire he was Religious Education specialist for the county's schools from 1955 to 1963 and then Senior Lecturer in RE at Leicester College of Education. He was Principal of Hind Leys College from 1975 to 1981. After this he was Rector of The Langtons and Stonton Wyville from 1981 to 1986; and the seventh Archdeacon of Loughborough from then until 1992.",Agent,Person,OfficeHolder,Hughie_Jones,124
190807,"Stanley Raymond McMaster (23 September 1926 – 20 October 1992) was a Unionist politician in Northern Ireland and a barrister at Lincoln's Inn in London. He was elected as an Ulster Unionist Party Member of Parliament for Belfast East at the 1959 by-election. He held the seat until the February 1974 UK general election, when he lost standing as a Pro-Assembly Unionist to the Vanguard leader William Craig. At the October 1974 UK general election, McMaster stood unsuccessfully as an \""Independent Ulster Unionist\"" candidate in Belfast South, taking third place with 9.8% of the vote.",Agent,Politician,MemberOfParliament,Stanley_McMaster,95
292163,"Chen Dong (simplified Chinese: 陈冬; traditional Chinese: 陳冬; pinyin: Chén Dōng; born 12 December 1978) is a Chinese pilot and astronaut selected as part of the Shenzhou program. A fighter pilot in the People's Liberation Army Air Force, he was selected to be a CNSA astronaut in 2010.",Agent,Person,Astronaut,Chen_Dong_(astronaut),48
205224,"Chloe-Beth Morgan (born 7 August 1986) is a Welsh beauty queen who won the Miss Wales 2008 contest and competed in the Miss World 2008 competition held in South Africa, later that year. Morgan scored the highest among the British delegates in Miss World 2008 and was chosen to represent the United Kingdom in Miss International 2009, where she placed third. She has a national diploma with a distinction in musical theatre, and qualified as a fitness instructor. she also won Miss Universe Great Britain 2011 and she represented Great Britain at the Miss Universe 2011 pageant in Brazil.",Agent,Person,BeautyQueen,Chloe-Beth_Morgan,99
233810,"Lee In-bok (born 30 March 1984) is a South Korean biathlete. He competed in the Winter Olympics for South Korea. His best performance was 65th, in the sprint. He also finished 71st in the individual. As of February 2013, his best performance at the Biathlon World Championships, is 19th, in the 2008 and 2009 mixed relays. His best individual performance is 72nd, in the 2008 and 2013 individual races. As of February 2013, his best Biathlon World Cup finish is 14th, as part of the Korean mixed relay team at Pyeongchang in 2007/08. His best individual finish is 53rd, in the individual at Hochfilzen in 2008/09.",Agent,WinterSportPlayer,Skier,Lee_In-bok,106
201340,"Tadeo O'Farrell (also Tadhg O'Farrell, Tadhg MacEoga, or Thady Farrell) (died 1602) was a Roman Catholic prelate who served as Bishop of Clonfert (1587-1602) and Auxiliary Bishop of Sigüenza, (1589-1599).",Agent,Cleric,ChristianBishop,Tadeo_O'Farrell,30
202199,"Severo Aparicio Quispe, O. de M., (October 8, 1923 – May 6, 2013) was a Peruvian friar of the Mercedarian Order who was made a bishop of the Catholic Church. He wrote a number of works on the history of the Catholic Church and of his Order in Peru.",Agent,Cleric,ChristianBishop,Severo_Aparicio_Quispe,49
240269,"Jesper von Hertzen (born 30 June 1980) is a Finns male badminton player. In 2015, he became the runner-up of Estonian International tournament in men's doubles event with Mika Köngäs.",Agent,Athlete,BadmintonPlayer,Jesper_von_Hertzen,30
290396,Meinrad I of Hohenzollern-Sigmaringen (1605 in Munich – 30 January 1681 in Sigmaringen) was Prince of Hohenzollern-Sigmaringen from 1638 until his death.,Agent,Person,Noble,"Meinrad_I,_Prince_of_Hohenzollern-Sigmaringen",22
207628,Vanesa Agović  (born 30 March 1996) is a Montenegrin handball player who plays for the club ŽRK Budućnost Podgorica.,Agent,Athlete,HandballPlayer,Vanesa_Agović,19
318079,"The Northwoods League is a collegiate summer baseball league comprising teams of the top college players from North America and beyond. All players in the league must have NCAA eligibility remaining in order to participate. Players are not paid, so as to maintain their college eligibility. Teams are run similar to a professional minor league team, providing players an opportunity to play under the same conditions, using wooden bats and minor league specification baseballs. Teams play 72 games scheduled over a 76-day season running from late May to mid-August. The season itself is broken into two halves, with the winners of each half in each of the two divisions, along with two other wild-card teams with the next best records, playing against each other to determine a divisional champion. The divisional champions then meet in a best-of 3 playoff for the league championship. The Northwoods League has more teams, draws more fans and plays more games than any other summer collegiate baseball league. Many of the teams in the league play in ballparks formerly occupied by professional clubs from the Midwest League, Prairie League and the Northern League. The wooden bat circuit allows communities deemed too small for pro ball to continue to enjoy high quality, competitive baseball during the summer months. The teams are located in the Northwoods region of the Upper Midwestern United States and Southern Canada, mostly in the U.S. states of Minnesota (five teams) and Wisconsin (nine teams); also with two teams in Michigan and one team each in Iowa, Illinois, North Dakota, and Ontario.",Agent,SportsLeague,BaseballLeague,Northwoods_League,259
218069,"Michael Nanchoff (born September 24, 1988) is an American soccer player who currently plays for Tampa Bay Rowdies in the North American Soccer League.",Agent,Athlete,SoccerPlayer,Michael_Nanchoff,24
244234,"Luke Abraham (born 26 September 1983 in Leicester) is a professional rugby union player, who currently plays for Lyon OU in the French Top 14. A strong and pacy Leicester-born back-row player, Abraham came through the ranks after joining the Leicester Tigers at the age of 15. He took up the sport three years earlier at Bushloe High School and joined his local club, the Leicester Vipers, before becoming part of the Tigers set-up. He played an important role in the 2006–07 Guinness Premiership and the 2006-07 Heineken Cup double-winning campaign, making 12 Guinness Premiership appearances including eight starts as well as a single appearance in the 2006–07 EDF Energy Cup success. A former England U-18, U-19 and U-21 international, he has also played for the England Saxons. Abraham had a short spell playing at hooker during his time with Nelson’s Bay Club Stoke in New Zealand during the summer of 2005. He was an U-21 League winner with the Tigers in 2002–03. He also won the Guinness A League in 2004–05 and 2005–06. He made his first-team debut as an 18-year-old against Worcester Warriors in January 2002. In May 2008 it was announced that he had signed for Sale Sharks for the 2008–09 Guinness Premiership. For the 2010–11 Rugby Pro D2 season, Abraham signed for Lyon OU.",Agent,Athlete,RugbyPlayer,Luke_Abraham,218
296365,"The São Mateus–Jabaquara metropolitan corridor (Portuguese: Corredor Metropolitano São Mateus-Jabaquara), also called ABD Corridor (Corredor ABD) is a bus rapid transit line in Brazil, linking the city of São Paulo to three neighboring cities, Diadema, São Bernardo do Campo and Santo André, as well as (indirectly) Mauá. Operations started in 1988. Its other name references one letter per city (A for Santo André, B for São Bernardo do Campo, and D for Diadema), the same way the ABC region in Greater São Paulo is named. Sâo Mateus and Jabaquara are city districts within São Paulo's jurisdiction, borrowing their names for the bus lane as they were its original termini. Despite its name, no bus lines connect both sites directly; passengers interchange buses at a linking station.The system was rated the most satisfying transportation mode in the Metropolitan Region of São Paulo, with a 79% approval rate, surpassing the long-lasting winning streak of São Paulo Metro (74% approval rate), according to the National Association for Public Transport's (Associação Nacional de Transportes Públicos) 2011 survey.",Agent,Organisation,PublicTransitSystem,São_Mateus–Jabaquara_Metropolitan_Corridor,173
335278,The Irish Farmers' Association (IFA) (Irish: Feirmeoirí Aontaithe na hÉireann) is a national organisation to represent the interests of all sectors of farming in Ireland.,Agent,Organisation,TradeUnion,Irish_Farmers'_Association,25
246574,Takashi Tojo is a Japanese mixed martial artist.,Agent,Athlete,MartialArtist,Takashi_Tojo,8
226198,"Andrei Zaharov (born October 10, 1975) is a Moldovan former swimmer, who specialized in freestyle and individual medley events. Zaharov represented Moldova at four Olympics (1996 in Atlanta, 2000 in Sydney, 2004 in Athens, and 2008 in Beijing). Zaharov also became one of the five swimmers to represent Moldova at his nation's first Olympics in Atlanta, since it gained independence from the former Soviet Union in 1991. He competed for the 200 m and 400 m freestyle events, where he set a national record and produced fair results in each event. Zaharov continued his quest at the Olympics, when he qualified for the 200 m individual medley, placing forty-seventh in Sydney, and thirty-ninth in Athens. For his fourth Olympics in Beijing, Zaharov decided to compete for the men's 200 m freestyle event, through a wild card place. He swam in the second heat of the event, finishing only in last place and fifty-sixth overall, with a time of 1:58.62.",Agent,Athlete,Swimmer,Andrei_Zaharov,159
283304,"Voodoo (born Alex Torres; September 24, 1977) is a Canadian pornographic film actor.",Agent,Actor,AdultActor,Voodoo_(actor),13
278392,"Stephen Andrew Lynch (born July 28, 1971), is an American comedian, musician and Tony Award-nominated actor who is known for his songs mocking daily life and popular culture. Lynch has released three studio albums and three live albums along with a live DVD. He has appeared in two Comedy Central Presents specials and starred in the Broadway adaptation of The Wedding Singer. Stephen released a new double-disc (Studio & Live) album, Lion, on November 13, 2012. Most recently, Stephen released a live concert video called \""Hello Kalamazoo\"" available on Vimeo.",Agent,Artist,Comedian,Stephen_Lynch_(musician),90
222026,"Daniel Jan Johan Davidsson (born 17 March 1983, in Motala, Sweden) is a speedway rider. His brother, Jonas Davidsson (born 1984), was also a speedway rider for the Lakeside Hammers.",Agent,MotorcycleRider,SpeedwayRider,Daniel_Davidsson,30
319680,"Derbendcis or Derbentler were the most important and largest Ottoman military auxiliary constabulary units usually responsible for guarding important roads, bridges, fords or mountain passes. Usually, the population of an entire village near some important pass would be assigned with derbendci status in exchange for tax exemptions.",Agent,Organisation,MilitaryUnit,Derbendcis,47
289468,"Thomas de Beauchamp, 11th Earl of Warwick, KG (c. 14 February 1313 – 13 November 1369) was an English nobleman and military commander during the Hundred Years' War. In 1348 he became one of the founders and the third Knight of the Order of the Garter.",Agent,Person,Noble,"Thomas_de_Beauchamp,_11th_Earl_of_Warwick",46
281424,"Skottie Young (born April 3, 1978) is an American comic book artist, children's book illustrator and writer. He is best known for his work with various Marvel Comics characters, his comic book adaptations of L. Frank Baum's Oz books with Eric Shanower and a series of novels with Neil Gaiman.",Agent,Artist,ComicsCreator,Skottie_Young,50
259994,"Neil Lewthwaite (born 11 August 1939) is a former Australian rules footballer who played with South Melbourne in the Victorian Football League (VFL). Before he came to South Melbourne, Lewthwaite played for Ivanhoe Amateurs, in the Victorian Amateur Football Association. An Ivanhoe best and fairest winner in 1959, Lewthwaite was a member of the Victorian Amateurs team that competed in that year's AAFC Perth Carnival, then represented the VAFA again in 1960 and earned All-Australian selection. Lewthwaite made nine appearances for South Melbourne in the 1961 VFL season. For the rest of his career, Lewthwaite played for Acton in the Canberra Australian National Football League. Lewthwaite, who was playing coach from 1966 to 1968, remained at Acton until early in the 1972 season, when he retired after bringing up 200 games. He won the Mulrooney Medal in 1967.",Agent,Athlete,AustralianRulesFootballPlayer,Neil_Lewthwaite,138
285347,James Stokes Millner MD (1830 – 25 February 1875) was a medical practitioner and administrator in the early history of the Northern Territory of Australia.,Agent,Scientist,Medician,James_Millner_(doctor),25
205606,"Tiffany Denise Andrade Roche is a model and pageant titleholder, born in Caracas, Venezuela on February 11, 1989. She was a contestant on Ford Models \""Supermodel of Venezuela 2007\"", pageant held in Caracas on November 22, 2007. Andrade was represented the Yaracuy state in the Miss Venezuela 2008 pageant, on September 10, 2008.",Agent,Person,BeautyQueen,Tiffany_Andrade_Roche,53
183039,"Dr. Abdulwahab Abdo Raweh (Arabic: د. عبدالوهاب عبده راوح‎‎) (born in 1952) is an active Yemeni politician and was in the Yemeni cabinets (1994 through 2006). He has been in the cabinets of Abdul Aziz Abdul Ghani (1994–1997), Faraj Said Bin Ghanem (1997–1998), Abdul Karim al-Iryani (1998–2001), and Abdul Qadir Bajamal (2001–2006).In 2006, he became the president of Aden University in Yemen until June 15, 2008, when he was elected in the Shoora Council of Yemen.",Agent,Politician,President,AbdulWahab_Raweh,76
249378,"Camila Klesa (born 19 April 1995) is an Argentine female artistic gymnast, representing her nation at international competitions. She competed at world championships, including the 2014 World Artistic Gymnastics Championships in Nanning, China.",Agent,Athlete,Gymnast,Camila_Klesa,33
256772,"William Henry McEnaney (February 14, 1952 in Springfield, Ohio) is a former professional baseball player. He was a left-handed pitcher over parts of six seasons in Major League Baseball (1974–79) with the Cincinnati Reds, Montreal Expos, Pittsburgh Pirates and St. Louis Cardinals. McEnaney was one of five children of William and Eleanor (Grieb) McEnaney and attended Springfield North High School in Springfield, Ohio. He was drafted by the Reds in the eighth round of the 1970 amateur draft. He made his Major League debut at age 22 on July 3, 1974 in relief of starter Clay Carroll in a 4–1 Reds loss to the Los Angeles Dodgers at Riverfront Stadium. McEnaney's first-ever inning was a 1–2–3 one as he induced popouts from Tommy John, Davey Lopes and Bill Buckner, and for the game he pitched two scoreless innings. In his rookie season, he pitched 24 games, with a 2–1 record and a 4.44 earned run average. McEnaney was a key member of the bullpen of the 1975 and 1976 World Series champions Big Red Machine. In 1975, he posted a 5–2 record with a 2.47 ERA and 15 saves in 70 pitching appearances, but he is best known for his performance in the Series, in which he pitched five games (6.2 innings) in relief with a 2.70 ERA and one save, moreover for his exploits in the deciding Game 7. Entering in the bottom of the ninth inning, with the Reds clinging to a 4–3 lead over the Boston Red Sox, McEnaney got Juan Beníquez to fly out followed by a Bob Montgomery groundout. He then sealed the World Series title and became part of an iconic Reds moment as he induced Carl Yastrzemski to hit a flyball to centerfield, which was grabbed by César Gerónimo, followed by McEnaney's teammates swarming him and celebrating around the pitcher's mound. In 1976 he fell to 2–6 with a 4.85 ERA in 55 games. But he again excelled in the World Series, pitching 4.2 scoreless innings in two games and earning two saves. And, just as in the previous World Series, he closed out the series with a 1–2–3 ninth inning, only this time it was for a four-game sweep over the New York Yankees. In December 1976 he was traded to the Expos, for whom in 1977 he pitched 69 games with a 3–5 record and a 3.95 ERA. He was then traded to the Pirates shortly before the 1978 season and pitched only six games with a 10.38 ERA. Released by the Pirates, he played for the Cardinals in 1979. In that season he pitched in 25 games with an 0–3 record and a fine 2.95 ERA, but it was his final season in the majors as the Cardinals released him just prior to the 1980 season. For his Major League career he compiled 12–17 record with a 3.76 earned run average and 148 strikeouts in 269 appearances, all as a relief pitcher. Besides, McEnaney played in Mexico with the Águilas de Mexicali and the Plataneros de Tabasco, as well as for the West Palm Beach Tropics of the Senior Professional Baseball Association. In 1980, while pitching for Mexicali, McEnaney hurled a 1–0 no-hitter against the Algodoneros de Guasave. McEnaney lives in Florida with his second wife, Cindy, and they have two grown sons. He also has a daughter from his first marriage. (Lynne Magaw Married 11/10/1973 at St. Bernards, Springfield, Ohio)  After baseball, he has been an investment banker, had a painting business, later a bathtub refinishing business for 12 years and was most recently a salesman at Dick's Sporting Goods while working evenings as the scoreboard operator for the Miami Marlins minor league affiliate Jupiter Hammerheads.",Agent,Athlete,BaseballPlayer,Will_McEnaney,617
311118,"The Riigikogu (Estonian pronunciation: [ˈriːgikogu]; from riigi-, of the state, and kogu, assembly) is the unicameral parliament of Estonia. All important state-related questions pass through the Riigikogu. In addition to approving legislation, the Riigikogu appoints high officials, including the Prime Minister and Chief Justice of the Supreme Court, and elects (either alone or, if necessary, together with representatives of local government within a broader electoral college) the President. The Riigikogu also ratifies significant foreign treaties that impose military and proprietary obligations, bring about changes in law, etc.; approves the budget presented by the government as law and monitors the executive power.",Agent,Organisation,Legislature,Riigikogu,101
212217,"Willie C. Frazier (June 19, 1942 – September 5, 2013) was an American collegiate and professional American football tight end. He spent three stints with the Houston Oilers over a 10-year career in the AFL and NFL and was one of the 4,000-plus plaintiffs in the concussions-related lawsuit against the NFL that was tentatively settled for $765 million a week before his death. At 6'4\"", 225 lbs. from Arkansas AM&N (now University of Arkansas at Pine Bluff), Frazier played 10 seasons from 1964–1975, all in the American Football League or the American Football Conference of the National Football League. Frazier also played tight end for the San Diego Chargers and the Kansas City Chiefs between 1964 and 1972 and in 1975. Born in Eldorado, Ark., Frazier played at Arkansas-Pine Bluff and joined the AFL's Oilers in 1964. He also played for the Chargers from 1966 through 1970, split the 1971 season between the Chiefs and Oilers and played for Kansas City in 1972 before a final season with Houston in 1975. He played in 121 games with 209 catches for 3,088 yards, scoring 38 touchdowns, and was selected for the AFL All-Star Game in 1965, 1967 and 1969, winning all-AFL honors with the Oilers in 1965.",Agent,GridironFootballPlayer,AmericanFootballPlayer,Willie_Frazier,206
324564,"The Muhlenberg Area School District is a mid-sized, suburban, public school district serving parts of Berks County, Pennsylvania, United States. It encompasses the borough of Laureldale and the Muhlenberg Township. The district encompasses approximately 13 square miles (34 km2). Per the 2000 federal census data it served a resident population of 20,064. By 2010, the district's population declined to 23,562 people. In 2009, the District residents’ per capita income was $21,417, while the median family income was $51,356. In the Commonwealth, the median family income was $49,501  and the United States median family income was $49,445, in 2010. According to District officials, in school year 2007-08 the Muhlenberg School District provided basic educational services to 3,434 pupils. The District employed: 245 teachers, 184 full-time and part-time support personnel, and 17 administrators. The District operates four schools: Muhlenberg Elementary Center (K-4), C.E. Cole Intermediate School (5-6), Muhlenberg Middle School (7-9), and Muhlenberg High School (10-12) school. The 9th grade moved from the high school to the middle school in the 2010-2011 school year. All four of the schools share the same campus and are separated by athletic fields. The District is one of the 500 public school districts of Pennsylvania. High school students may choose to attend Reading Muhlenberg Career and Technology Centers  for training in the trades. The Berks County Intermediate Unit IU14  provides the district with a wide variety of services like specialized education for disabled students and hearing, speech and visual disability services and professional development for staff and faculty.",Agent,EducationalInstitution,School,Muhlenberg_School_District,252
270168,Edith Harrison Henderson (1911–2005) was an American landscape architect who practiced largely in the American South. She wrote a column for the Atlanta Journal Constitution and was the first woman to be elected an officer of the American Society of Landscape Architects.,Agent,Person,Architect,Edith_Henderson,42
193636,"Charles Aurelius Smith (January 22, 1861 – April 1, 1916) was the 91st Governor of South Carolina from January 14, 1915, to January 19, 1915. His term of five days stands as the shortest for any governor in South Carolina. Born on January 22, 1861, in Hertford County, North Carolina, Smith attended Wake Forest University and graduated in 1882. He moved to Timmonsville, South Carolina, the following year and began pursuing banking and business interests, eventually becoming the president of several banks in South Carolina. In addition, Smith served as president of the South Carolina Baptist Association and was a trustee of Furman University and Greenville Women's College. Smith was elected to the South Carolina House of Representatives in 1908 and was elected the 67th Lieutenant Governor two years later in 1911. Governor Cole Blease resigned five days before the end of his second term on January 14, 1915, so that he did not have to attend the inauguration of Richard Irvine Manning III. Smith succeeded to the governorship and only performed ceremonial functions during his five days in office. After serving as governor, Smith moved to Baltimore where he died on April 1, 1916. He was buried at Byrd Cemetery in Timmonsville and a large monument marks his grave. He and his wife, Fannie L. Byrd, had nine children. Smith was a Baptist. His home at Timmonsville, the Smith-Cannon House, was listed on the National Register of Historic Places in 1983.",Agent,Politician,Governor,Charles_Aurelius_Smith,242
264595,"Amir Saoud (Arabic: أمير سعود‎‎, born January 18, 1991 in Beirut Lebanon) is a Lebanese professional basketball player currently playing for Sporting Al Riyadi Beirut in the Lebanese Basketball League. He started his playing career in 2010 after he played an outstanding season for Blue Stars. Amir often plays in and out of the Point Guard and Shooting Guard positions.",Agent,Athlete,BasketballPlayer,Amir_Saoud,60
219515,Wylan Cyprien (born 28 January 1995) is a French footballer who currently plays as an offensive midfielder for French side Nice.,Agent,Athlete,SoccerPlayer,Wylan_Cyprien,21
276318,Max Schmidt (23 August 1818 – 8 January 1901) was a German landscape painter.,Agent,Artist,Painter,Max_Schmidt,14
196283,"Orontes III (Armenian: Երուանդ Գ, Yervand III) was King of Armenia. In his reign he struggled for control of the Kingdom of Sophene with king Antiochus II Theos until being defeated in 272 BC and was forced to pay a large tribute which included 300 talents of silver and 1,000 horses and mules.Orontes III was subsequently murdered in 260 BC, whether at the instigation of King Antiochus II is not recorded.His son, Sames, continued to rule in Sophene.",Agent,Person,Monarch,Orontes_III,78
231175,"Rosemary Beresford (born 1898, date of death unknown) was an American figure skater. In 1918, she won the U.S. Figure Skating Championships.",Agent,WinterSportPlayer,FigureSkater,Rosemary_Beresford,22
322100,"Camp Fire Camp El Tesoro is a 223-acre (0.90 km2) year-round camp located in Granbury, Texas southwest of Fort Worth. It has been accredited by the American Camp Association (ACA) for over 60 years. Camp Fire Camp El Tesoro (Spanish for \""The Treasure\"") was first established in 1934 near the De Cordova Bend of the Brazos River, an area rich in legends and history. Programs offered at Camp Fire Camp El Tesoro include: \n*  Overnight Camp \n*  Day Camp \n*  Grief Camp \n*  Outdoor Education for Schools \n*  Family Camping \n*  Group and Retreat Rentals \n*  Challenge Course Team Building Activities offered include swimming, canoeing, kayaking, horseback riding, fishing, archery, high and low ropes challenge course, arts, crafts, outdoor cooking, Frisbee golf, tennis, soccer, basketball, geocaching and more. Outdoor Education offers TEKS based day and overnight programs for school groups of all ages with programs focused on the natural world at El Tesoro, such as: \n*  Fossil Finders \n*  Habitats and Tracks \n*  Finding My Way \n*  Birds at El Tesoro \n*  Tree ID \n*  Wild About Wildflowers \n*  Math Outdoors \n*  The World of Insects",Agent,EducationalInstitution,University,Camp_El_Tesoro,186
237270,"Alexander Knappe (born 1 March 1989) is a German professional golfer. Knappe was born in Brilon, Germany. He played one year of college golf at Texas Christian University. Knappe turned professional in 2011 and has played on the EPD Tour, Challenge Tour, and Sunshine Tour. He won three times on the EPD Tour and twice on the Challenge Tour, the Swiss Challenge and the Hainan Open, both in 2016.",Agent,Athlete,GolfPlayer,Alexander_Knappe,69
272064,Robert George Doumar (born 1930) is a United States federal judge of the United States District Court for the Eastern District of Virginia.,Agent,Person,Judge,Robert_G._Doumar,23
